audit_id,sample_id,sample_type,split,source,valid_bin,valid_ratio,change_ratio,A_path,B_path,label_path,annotator_1_quality,annotator_2_quality,final_quality,error_type,notes
GFC10K-AUDIT-0251,005552,positive,test,gfc_2018_2020_expansion_andes_cloudforest_01,0.05-0.10,0.052597,0.367856,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005552.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005552.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005552.png,,,,,
GFC10K-AUDIT-0252,004258,positive,test,gfc_2018_2020_expansion_se_asia_borneo_03,0.10-0.20,0.142212,0.151288,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004258.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004258.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004258.png,,,,,
GFC10K-AUDIT-0253,009922,positive,test,gfc_2018_2020_expansion_central_america_01,0.05-0.10,0.058472,0.354645,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009922.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009922.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009922.png,,,,,
GFC10K-AUDIT-0254,007906,positive,test,gfc_2018_2020_expansion_mexico_yucatan_01,0.10-0.20,0.112473,0.356125,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007906.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007906.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007906.png,,,,,
GFC10K-AUDIT-0255,001420,positive,train,gfc_2018_2020_expansion_se_asia_papua_01,0.05-0.10,0.057816,0.396411,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001420.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001420.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001420.png,,,,,
GFC10K-AUDIT-0256,006114,positive,test,gfc_2018_2020_expansion_se_asia_borneo_03,0.20-0.40,0.200256,0.984761,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006114.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006114.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006114.png,,,,,
GFC10K-AUDIT-0257,002163,positive,train,gfc_2018_2020_expansion_amazon_bolivia_01,0.05-0.10,0.071198,0.074153,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002163.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002163.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002163.png,,,,,
GFC10K-AUDIT-0258,009754,positive,train,gfc_2018_2020_expansion_se_asia_borneo_03,>=0.40,0.434250,0.073123,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009754.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009754.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009754.png,,,,,
GFC10K-AUDIT-0259,005005,positive,train,gfc_2018_2020_expansion_se_asia_myanmar_01,0.05-0.10,0.060730,0.133920,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005005.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005005.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005005.png,,,,,
GFC10K-AUDIT-0260,007750,positive,test,gfc_2018_2020_amazon_01,0.05-0.10,0.058807,0.322522,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007750.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007750.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007750.png,,,,,
GFC10K-AUDIT-0261,002460,positive,train,gfc_2018_2020_borneo_02,>=0.40,0.496521,0.342747,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002460.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002460.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002460.png,,,,,
GFC10K-AUDIT-0262,003405,positive,test,gfc_2018_2020_expansion_temperate_china_01,0.10-0.20,0.141373,0.124987,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003405.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003405.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003405.png,,,,,
GFC10K-AUDIT-0263,006160,positive,val,gfc_2018_2020_expansion_se_asia_borneo_03,0.10-0.20,0.117966,0.620877,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006160.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006160.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006160.png,,,,,
GFC10K-AUDIT-0264,000145,positive,train,gfc_2018_2020_expansion_boreal_canada_01,0.10-0.20,0.157867,0.100522,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000145.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000145.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000145.png,,,,,
GFC10K-AUDIT-0265,004926,positive,train,gfc_2018_2020_expansion_madagascar_east_01,0.20-0.40,0.210556,0.262700,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004926.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004926.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004926.png,,,,,
GFC10K-AUDIT-0266,008474,positive,train,gfc_2018_2020_expansion_amazon_colombia_01,0.10-0.20,0.197876,0.367983,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008474.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008474.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008474.png,,,,,
GFC10K-AUDIT-0267,006772,positive,test,gfc_2018_2020_expansion_se_asia_sumatra_02,0.05-0.10,0.059769,0.290528,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006772.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006772.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006772.png,,,,,
GFC10K-AUDIT-0268,006473,positive,train,gfc_2018_2020_expansion_se_asia_sumatra_02,0.10-0.20,0.159515,0.298833,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006473.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006473.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006473.png,,,,,
GFC10K-AUDIT-0269,005557,positive,train,gfc_2018_2020_expansion_congo_angola_01,0.05-0.10,0.051071,0.358530,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005557.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005557.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005557.png,,,,,
GFC10K-AUDIT-0270,000559,positive,train,gfc_2018_2020_amazon_01,0.20-0.40,0.389877,0.123361,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000559.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000559.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000559.png,,,,,
GFC10K-AUDIT-0271,009739,positive,val,gfc_2018_2020_expansion_boreal_canada_01,0.20-0.40,0.366104,0.999792,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009739.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009739.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009739.png,,,,,
GFC10K-AUDIT-0272,007671,positive,train,gfc_2018_2020_expansion_australia_queensland_01,0.05-0.10,0.055450,0.584205,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007671.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007671.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007671.png,,,,,
GFC10K-AUDIT-0273,006421,positive,test,gfc_2018_2020_expansion_madagascar_east_01,0.10-0.20,0.155472,0.408382,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006421.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006421.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006421.png,,,,,
GFC10K-AUDIT-0274,003614,positive,test,gfc_2018_2020_expansion_se_asia_sumatra_02,0.20-0.40,0.204849,0.350391,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003614.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003614.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003614.png,,,,,
GFC10K-AUDIT-0275,006883,positive,test,gfc_2018_2020_expansion_boreal_canada_01,0.20-0.40,0.348602,0.997899,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006883.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006883.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006883.png,,,,,
GFC10K-AUDIT-0276,007972,positive,train,gfc_2018_2020_expansion_boreal_canada_01,0.05-0.10,0.098465,0.340617,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007972.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007972.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007972.png,,,,,
GFC10K-AUDIT-0277,000642,positive,train,gfc_2018_2020_borneo_02,0.05-0.10,0.087326,0.304036,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000642.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000642.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000642.png,,,,,
GFC10K-AUDIT-0278,004520,positive,train,gfc_2018_2020_borneo_01,0.05-0.10,0.051804,0.092784,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004520.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004520.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004520.png,,,,,
GFC10K-AUDIT-0279,002601,positive,train,gfc_2018_2020_borneo_01,0.10-0.20,0.128769,0.183790,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002601.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002601.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002601.png,,,,,
GFC10K-AUDIT-0280,001214,positive,test,gfc_2018_2020_expansion_congo_cameroon_01,0.05-0.10,0.052994,0.325079,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001214.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001214.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001214.png,,,,,
GFC10K-AUDIT-0281,008367,positive,test,gfc_2018_2020_expansion_boreal_siberia_01,0.20-0.40,0.200775,0.451056,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008367.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008367.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008367.png,,,,,
GFC10K-AUDIT-0282,003019,positive,val,gfc_2018_2020_expansion_mexico_yucatan_01,0.05-0.10,0.067551,0.282132,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003019.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003019.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003019.png,,,,,
GFC10K-AUDIT-0283,005181,positive,train,gfc_2018_2020_expansion_congo_angola_01,0.20-0.40,0.200974,0.459342,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005181.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005181.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005181.png,,,,,
GFC10K-AUDIT-0284,003587,positive,val,gfc_2018_2020_expansion_amazon_guiana_01,0.05-0.10,0.056335,0.159263,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003587.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003587.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003587.png,,,,,
GFC10K-AUDIT-0285,006689,positive,val,gfc_2018_2020_expansion_temperate_china_01,0.10-0.20,0.123047,0.212798,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006689.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006689.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006689.png,,,,,
GFC10K-AUDIT-0286,001861,positive,train,gfc_2018_2020_expansion_congo_caf_01,0.20-0.40,0.228226,0.311092,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001861.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001861.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001861.png,,,,,
GFC10K-AUDIT-0287,009549,positive,test,gfc_2018_2020_expansion_congo_caf_01,0.10-0.20,0.100540,0.396115,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009549.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009549.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009549.png,,,,,
GFC10K-AUDIT-0288,008293,positive,test,gfc_2018_2020_expansion_central_america_01,0.10-0.20,0.138245,0.165453,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008293.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008293.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008293.png,,,,,
GFC10K-AUDIT-0289,007475,positive,val,gfc_2018_2020_expansion_central_america_01,0.10-0.20,0.153488,0.263247,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007475.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007475.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007475.png,,,,,
GFC10K-AUDIT-0290,008687,positive,test,gfc_2018_2020_expansion_se_asia_papua_01,0.05-0.10,0.061539,0.292338,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008687.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008687.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008687.png,,,,,
GFC10K-AUDIT-0291,006501,positive,train,gfc_2018_2020_expansion_se_asia_sumatra_02,>=0.40,0.768570,0.342631,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006501.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006501.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006501.png,,,,,
GFC10K-AUDIT-0292,002443,positive,test,gfc_2018_2020_expansion_madagascar_east_01,0.05-0.10,0.063538,0.409702,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002443.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002443.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002443.png,,,,,
GFC10K-AUDIT-0293,007870,positive,val,gfc_2018_2020_expansion_andes_cloudforest_01,0.10-0.20,0.100555,0.482246,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007870.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007870.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007870.png,,,,,
GFC10K-AUDIT-0294,008541,positive,train,gfc_2018_2020_amazon_02,>=0.40,0.407928,0.384716,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008541.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008541.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008541.png,,,,,
GFC10K-AUDIT-0295,001673,positive,train,gfc_2018_2020_expansion_amazon_guiana_01,0.10-0.20,0.121460,0.069724,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001673.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001673.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001673.png,,,,,
GFC10K-AUDIT-0296,004461,positive,train,gfc_2018_2020_expansion_temperate_europe_01,0.10-0.20,0.102142,0.219749,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004461.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004461.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004461.png,,,,,
GFC10K-AUDIT-0297,006082,positive,val,gfc_2018_2020_expansion_congo_caf_01,0.10-0.20,0.110138,0.423802,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006082.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006082.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006082.png,,,,,
GFC10K-AUDIT-0298,002233,positive,val,gfc_2018_2020_expansion_amazon_bolivia_01,0.05-0.10,0.053284,0.060137,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002233.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002233.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002233.png,,,,,
GFC10K-AUDIT-0299,009767,positive,train,gfc_2018_2020_expansion_amazon_colombia_01,0.20-0.40,0.251816,0.345755,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009767.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009767.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009767.png,,,,,
GFC10K-AUDIT-0300,001482,positive,val,gfc_2018_2020_expansion_central_america_01,0.05-0.10,0.062622,0.451267,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001482.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001482.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001482.png,,,,,
GFC10K-AUDIT-0301,007306,positive,val,gfc_2018_2020_borneo_01,0.10-0.20,0.135544,0.251266,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007306.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007306.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007306.png,,,,,
GFC10K-AUDIT-0302,000051,positive,train,gfc_2018_2020_expansion_madagascar_east_01,0.05-0.10,0.060013,0.230359,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000051.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000051.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000051.png,,,,,
GFC10K-AUDIT-0303,004477,positive,test,gfc_2018_2020_expansion_se_asia_myanmar_01,0.10-0.20,0.113846,0.438413,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004477.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004477.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004477.png,,,,,
GFC10K-AUDIT-0304,006517,positive,train,gfc_2018_2020_borneo_02,0.10-0.20,0.132294,0.189504,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006517.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006517.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006517.png,,,,,
GFC10K-AUDIT-0305,004866,positive,train,gfc_2018_2020_expansion_central_america_01,>=0.40,0.456345,0.094092,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004866.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004866.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004866.png,,,,,
GFC10K-AUDIT-0306,002944,positive,test,gfc_2018_2020_expansion_amazon_guiana_01,0.10-0.20,0.114120,0.405268,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002944.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002944.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002944.png,,,,,
GFC10K-AUDIT-0307,001030,positive,train,gfc_2018_2020_expansion_amazon_guiana_01,0.05-0.10,0.056580,0.066343,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001030.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001030.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001030.png,,,,,
GFC10K-AUDIT-0308,003474,positive,val,gfc_2018_2020_expansion_andes_cloudforest_01,0.05-0.10,0.078278,0.376218,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003474.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003474.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003474.png,,,,,
GFC10K-AUDIT-0309,001267,positive,val,gfc_2018_2020_expansion_amazon_bolivia_01,0.10-0.20,0.158051,0.082835,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001267.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001267.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001267.png,,,,,
GFC10K-AUDIT-0310,009116,positive,train,gfc_2018_2020_expansion_temperate_europe_01,0.05-0.10,0.054794,0.634642,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009116.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009116.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009116.png,,,,,
GFC10K-AUDIT-0311,007690,positive,test,gfc_2018_2020_expansion_amazon_guiana_01,0.05-0.10,0.069061,0.243261,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007690.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007690.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007690.png,,,,,
GFC10K-AUDIT-0312,004093,positive,val,gfc_2018_2020_amazon_01,0.20-0.40,0.265945,0.146078,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004093.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004093.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004093.png,,,,,
